date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,97.86,0.02,2023-01-01 09:15:00,99.73,0.0,2023-01-01 07:30:00,99.82,0.0,2023-01-01 07:30:00,162
2023-01-02,98.2,0.02,2023-01-02 18:45:00,100.0,-0.0,2023-01-02 03:15:00,100.0,-0.0,2023-01-02 02:00:00,162
2023-01-03,99.79,0.0,2023-01-03 08:30:00,105.29,-0.05,2023-01-03 07:30:00,105.56,-0.05,2023-01-03 06:30:00,162
2023-01-04,95.55,0.05,2023-01-04 17:15:00,97.46,0.03,2023-01-04 16:15:00,98.39,0.02,2023-01-04 16:15:00,162
2023-01-05,96.02,0.04,2023-01-05 15:15:00,100.92,-0.01,2023-01-05 03:45:00,103.91,-0.04,2023-01-05 02:45:00,162
2023-01-06,100.0,0.0,2023-01-06 21:15:00,101.74,-0.02,2023-01-06 03:30:00,103.8,-0.04,2023-01-06 03:15:00,162
2023-01-07,99.12,0.01,2023-01-07 17:15:00,104.38,-0.04,2023-01-07 17:15:00,105.68,-0.05,2023-01-07 19:45:00,162
2023-01-08,98.83,0.01,2023-01-08 18:30:00,101.74,-0.02,2023-01-08 08:30:00,100.94,-0.01,2023-01-08 07:30:00,162
2023-01-09,96.9,0.03,2023-01-09 18:30:00,100.0,-0.0,2023-01-09 22:00:00,100.8,-0.01,2023-01-09 21:00:00,162
2023-01-10,98.2,0.02,2023-01-10 19:30:00,100.0,-0.0,2023-01-10 00:45:00,100.0,-0.0,2023-01-10 00:00:00,162
2023-01-11,100.0,0.0,2023-01-11 00:00:00,100.0,-0.0,2023-01-11 00:15:00,100.0,-0.0,2023-01-11 00:00:00,162
2023-01-12,100.0,0.0,2023-01-12 22:45:00,100.0,-0.0,2023-01-12 22:00:00,104.96,-0.05,2023-01-12 21:00:00,162
2023-01-13,100.0,0.0,2023-01-13 01:30:00,100.0,-0.0,2023-01-13 00:30:00,100.0,-0.0,2023-01-13 00:45:00,162
2023-01-14,95.05,0.05,2023-01-14 16:45:00,97.69,0.02,2023-01-14 16:45:00,99.2,0.01,2023-01-14 15:30:00,162
2023-01-15,84.35,0.19,2023-01-15 19:15:00,94.34,0.06,2023-01-15 18:45:00,98.71,0.01,2023-01-15 18:45:00,162
2023-01-16,98.2,0.02,2023-01-16 09:45:00,100.48,-0.0,2023-01-16 08:30:00,101.97,-0.02,2023-01-16 07:30:00,162
2023-01-17,77.56,0.29,2023-01-17 12:30:00,89.77,0.11,2023-01-17 12:30:00,95.32,0.05,2023-01-17 12:30:00,162
2023-01-18,101.89,-0.02,2023-01-18 00:00:00,108.12,-0.08,2023-01-18 08:45:00,109.62,-0.09,2023-01-18 07:45:00,162
2023-01-19,98.07,0.02,2023-01-19 08:00:00,100.02,-0.0,2023-01-19 07:15:00,103.73,-0.04,2023-01-19 07:00:00,162
2023-01-20,100.92,-0.01,2023-01-20 15:00:00,104.15,-0.04,2023-01-20 18:15:00,105.16,-0.05,2023-01-20 17:15:00,162
2023-01-21,97.23,0.03,2023-01-21 13:45:00,101.61,-0.02,2023-01-21 17:15:00,105.1,-0.05,2023-01-21 15:15:00,162
2023-01-22,97.48,0.03,2023-01-22 23:00:00,107.28,-0.07,2023-01-22 18:00:00,108.89,-0.08,2023-01-22 18:00:00,162
2023-01-23,92.79,0.08,2023-01-23 01:45:00,96.9,0.03,2023-01-23 01:30:00,101.55,-0.02,2023-01-23 01:30:00,162
2023-01-24,97.82,0.02,2023-01-24 09:00:00,100.78,-0.01,2023-01-24 08:00:00,103.89,-0.04,2023-01-24 08:15:00,162
2023-01-25,89.85,0.11,2023-01-25 17:15:00,99.33,0.01,2023-01-25 17:15:00,103.08,-0.03,2023-01-25 17:15:00,162
2023-01-26,100.0,0.0,2023-01-26 02:15:00,104.95,-0.05,2023-01-26 02:00:00,106.81,-0.06,2023-01-26 12:45:00,162
