date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,80.46,0.14,2023-01-01 04:45:00,86.8,0.09,2023-01-01 04:45:00,87.35,0.08,2023-01-01 06:00:00,151
2023-01-02,85.19,0.1,2023-01-02 04:15:00,86.1,0.09,2023-01-02 03:15:00,87.71,0.08,2023-01-02 03:45:00,151
2023-01-03,68.67,0.27,2023-01-03 02:30:00,70.8,0.24,2023-01-03 02:15:00,74.17,0.2,2023-01-03 01:30:00,151
2023-01-04,72.55,0.22,2023-01-04 23:00:00,80.74,0.14,2023-01-04 01:30:00,81.08,0.14,2023-01-04 02:30:00,151
2023-01-05,68.57,0.27,2023-01-05 03:00:00,76.15,0.18,2023-01-05 02:15:00,80.61,0.14,2023-01-05 01:30:00,151
2023-01-06,81.82,0.13,2023-01-06 04:30:00,86.77,0.09,2023-01-06 00:00:00,87.52,0.08,2023-01-06 02:45:00,151
2023-01-07,71.17,0.24,2023-01-07 00:45:00,80.61,0.14,2023-01-07 00:45:00,82.68,0.12,2023-01-07 00:30:00,151
2023-01-08,81.8,0.13,2023-01-08 03:45:00,86.23,0.09,2023-01-08 02:45:00,87.22,0.09,2023-01-08 05:30:00,151
2023-01-09,70.32,0.25,2023-01-09 03:45:00,75.07,0.19,2023-01-09 02:45:00,79.0,0.15,2023-01-09 02:30:00,151
2023-01-10,73.37,0.21,2023-01-10 22:45:00,77.32,0.17,2023-01-10 03:45:00,80.1,0.14,2023-01-10 02:30:00,151
2023-01-11,71.02,0.24,2023-01-11 03:30:00,76.07,0.18,2023-01-11 00:00:00,78.77,0.16,2023-01-11 03:00:00,151
2023-01-12,72.18,0.22,2023-01-12 01:30:00,79.37,0.15,2023-01-12 01:15:00,82.4,0.12,2023-01-12 01:15:00,151
2023-01-13,76.97,0.17,2023-01-13 04:15:00,79.85,0.15,2023-01-13 04:15:00,82.23,0.13,2023-01-13 03:15:00,151
2023-01-14,76.8,0.18,2023-01-14 07:00:00,78.39,0.16,2023-01-14 05:45:00,81.5,0.13,2023-01-14 04:45:00,151
2023-01-15,72.82,0.22,2023-01-15 05:45:00,79.1,0.15,2023-01-15 05:45:00,82.36,0.12,2023-01-15 04:15:00,151
2023-01-16,65.32,0.31,2023-01-16 03:30:00,68.97,0.26,2023-01-16 02:00:00,71.64,0.23,2023-01-16 02:15:00,151
2023-01-17,71.84,0.23,2023-01-17 23:00:00,77.27,0.17,2023-01-17 02:30:00,78.5,0.16,2023-01-17 02:15:00,151
2023-01-18,77.55,0.17,2023-01-18 03:45:00,81.74,0.13,2023-01-18 02:45:00,82.69,0.12,2023-01-18 01:45:00,151
2023-01-19,69.64,0.25,2023-01-19 04:15:00,74.92,0.2,2023-01-19 03:15:00,76.76,0.18,2023-01-19 02:15:00,151
2023-01-20,78.2,0.16,2023-01-20 00:30:00,83.33,0.12,2023-01-20 00:30:00,85.2,0.1,2023-01-20 00:30:00,151
2023-01-21,62.01,0.36,2023-01-21 05:15:00,77.15,0.17,2023-01-21 04:15:00,78.79,0.16,2023-01-21 05:15:00,151
2023-01-22,80.7,0.14,2023-01-22 05:15:00,87.56,0.08,2023-01-22 05:15:00,91.43,0.05,2023-01-22 05:00:00,151
2023-01-23,54.76,0.48,2023-01-23 02:45:00,62.97,0.34,2023-01-23 02:00:00,69.02,0.26,2023-01-23 01:30:00,151
2023-01-24,68.2,0.27,2023-01-24 03:15:00,76.91,0.17,2023-01-24 01:45:00,75.15,0.19,2023-01-24 01:15:00,151
2023-01-25,67.11,0.29,2023-01-25 01:45:00,71.17,0.24,2023-01-25 01:30:00,76.42,0.18,2023-01-25 00:45:00,151
2023-01-26,64.05,0.33,2023-01-26 02:45:00,66.63,0.29,2023-01-26 02:15:00,71.42,0.23,2023-01-26 02:15:00,151
2023-01-27,66.82,0.29,2023-01-27 01:30:00,71.1,0.24,2023-01-27 01:30:00,73.88,0.21,2023-01-27 01:00:00,151
2023-01-28,79.49,0.15,2023-01-28 06:00:00,85.72,0.1,2023-01-28 05:15:00,87.99,0.08,2023-01-28 03:15:00,151
2023-01-29,82.74,0.12,2023-01-29 07:00:00,89.64,0.07,2023-01-29 06:30:00,90.93,0.06,2023-01-29 05:00:00,151
2023-01-30,71.36,0.23,2023-01-30 03:00:00,78.11,0.16,2023-01-30 01:30:00,81.78,0.13,2023-01-30 01:15:00,151
2023-01-31,76.63,0.18,2023-01-31 03:45:00,80.3,0.14,2023-01-31 03:15:00,81.89,0.13,2023-01-31 02:15:00,151
2023-02-01,70.95,0.24,2023-02-01 03:00:00,75.92,0.18,2023-02-01 02:15:00,78.22,0.16,2023-02-01 01:30:00,151
2023-02-02,65.15,0.31,2023-02-02 01:30:00,72.01,0.23,2023-02-02 00:45:00,74.54,0.2,2023-02-02 01:00:00,151
2023-02-03,70.87,0.24,2023-02-03 03:30:00,75.1,0.19,2023-02-03 02:45:00,78.77,0.16,2023-02-03 02:45:00,151
2023-02-04,76.94,0.17,2023-02-04 05:45:00,80.06,0.15,2023-02-04 04:45:00,81.72,0.13,2023-02-04 03:45:00,151
2023-02-05,77.79,0.17,2023-02-05 05:15:00,83.79,0.11,2023-02-05 05:30:00,86.46,0.09,2023-02-05 03:45:00,151
2023-02-06,71.53,0.23,2023-02-06 22:45:00,78.26,0.16,2023-02-06 22:00:00,79.33,0.15,2023-02-06 01:45:00,151
2023-02-07,79.47,0.15,2023-02-07 02:30:00,79.96,0.15,2023-02-07 01:45:00,82.9,0.12,2023-02-07 02:15:00,151
2023-02-08,68.79,0.26,2023-02-08 06:15:00,74.03,0.2,2023-02-08 00:30:00,74.37,0.2,2023-02-08 00:30:00,151
2023-02-09,74.39,0.2,2023-02-09 02:45:00,77.71,0.17,2023-02-09 03:00:00,81.76,0.13,2023-02-09 02:15:00,151
2023-02-10,78.03,0.16,2023-02-10 01:00:00,84.17,0.11,2023-02-10 01:15:00,82.87,0.12,2023-02-10 01:15:00,151
2023-02-11,76.87,0.18,2023-02-11 08:30:00,87.31,0.08,2023-02-11 12:15:00,88.96,0.07,2023-02-11 08:45:00,151
