date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,92.26,0.12,2023-01-01 02:15:00,96.66,0.05,2023-01-01 09:30:00,97.77,0.03,2023-01-01 08:45:00,27
2023-01-02,69.74,0.62,2023-01-02 19:00:00,79.85,0.36,2023-01-02 15:15:00,81.54,0.32,2023-01-02 13:15:00,27
2023-01-03,66.78,0.71,2023-01-03 11:00:00,74.73,0.48,2023-01-03 18:15:00,79.71,0.36,2023-01-03 13:15:00,27
2023-01-04,60.58,0.92,2023-01-04 17:15:00,68.03,0.67,2023-01-04 16:30:00,72.48,0.54,2023-01-04 15:15:00,27
2023-01-05,65.84,0.74,2023-01-05 07:30:00,68.0,0.67,2023-01-05 17:15:00,69.11,0.63,2023-01-05 16:15:00,27
2023-01-06,52.01,1.31,2023-01-06 16:30:00,58.78,0.99,2023-01-06 16:30:00,71.53,0.56,2023-01-06 16:15:00,27
2023-01-07,64.89,0.77,2023-01-07 17:30:00,74.11,0.5,2023-01-07 11:15:00,73.23,0.52,2023-01-07 15:15:00,27
2023-01-08,82.03,0.31,2023-01-08 10:00:00,88.56,0.18,2023-01-08 09:00:00,92.26,0.12,2023-01-08 08:45:00,27
2023-01-09,66.73,0.71,2023-01-09 09:15:00,67.49,0.68,2023-01-09 08:15:00,72.2,0.55,2023-01-09 07:30:00,27
2023-01-10,60.7,0.92,2023-01-10 08:15:00,66.31,0.72,2023-01-10 07:45:00,71.2,0.57,2023-01-10 16:30:00,27
2023-01-11,47.93,1.54,2023-01-11 16:45:00,54.93,1.16,2023-01-11 16:45:00,60.72,0.92,2023-01-11 15:45:00,27
2023-01-12,61.47,0.89,2023-01-12 13:15:00,67.46,0.68,2023-01-12 08:00:00,70.53,0.59,2023-01-12 08:00:00,27
2023-01-13,62.77,0.84,2023-01-13 17:45:00,69.53,0.62,2023-01-13 16:15:00,71.53,0.56,2023-01-13 16:30:00,27
2023-01-14,57.57,1.05,2023-01-14 18:00:00,61.05,0.9,2023-01-14 16:30:00,63.24,0.82,2023-01-14 16:15:00,27
2023-01-15,61.11,0.9,2023-01-15 17:00:00,75.74,0.45,2023-01-15 17:00:00,82.64,0.3,2023-01-15 15:45:00,27
2023-01-16,56.5,1.09,2023-01-16 08:30:00,59.37,0.97,2023-01-16 07:30:00,68.01,0.67,2023-01-16 07:30:00,27
2023-01-17,56.86,1.08,2023-01-17 07:45:00,63.59,0.81,2023-01-17 07:30:00,69.62,0.62,2023-01-17 07:15:00,27
2023-01-18,47.93,1.54,2023-01-18 17:45:00,54.28,1.19,2023-01-18 16:45:00,59.36,0.97,2023-01-18 15:45:00,27
2023-01-19,62.41,0.85,2023-01-19 08:00:00,63.48,0.82,2023-01-19 07:45:00,68.77,0.64,2023-01-19 07:45:00,27
2023-01-20,42.67,1.91,2023-01-20 08:15:00,54.79,1.17,2023-01-20 08:15:00,63.38,0.82,2023-01-20 07:45:00,27
2023-01-21,68.26,0.66,2023-01-21 18:45:00,77.28,0.42,2023-01-21 13:30:00,79.12,0.37,2023-01-21 13:30:00,27
2023-01-22,82.15,0.31,2023-01-22 09:30:00,92.73,0.11,2023-01-22 00:15:00,95.15,0.07,2023-01-22 00:15:00,27
2023-01-23,67.55,0.68,2023-01-23 08:15:00,71.31,0.57,2023-01-23 07:45:00,75.08,0.47,2023-01-23 06:45:00,27
2023-01-24,57.09,1.07,2023-01-24 18:00:00,64.18,0.79,2023-01-24 17:00:00,70.78,0.59,2023-01-24 08:00:00,27
2023-01-25,61.41,0.89,2023-01-25 14:45:00,66.84,0.7,2023-01-25 14:00:00,70.04,0.61,2023-01-25 14:00:00,27
2023-01-26,55.91,1.12,2023-01-26 08:00:00,62.35,0.86,2023-01-26 07:15:00,64.68,0.77,2023-01-26 07:30:00,27
2023-01-27,66.9,0.7,2023-01-27 17:45:00,73.11,0.52,2023-01-27 08:15:00,72.71,0.53,2023-01-27 08:15:00,27
2023-01-28,74.47,0.49,2023-01-28 11:30:00,82.33,0.3,2023-01-28 10:30:00,85.89,0.23,2023-01-28 14:45:00,27
2023-01-29,81.62,0.32,2023-01-29 14:45:00,86.2,0.23,2023-01-29 14:45:00,92.42,0.12,2023-01-29 14:45:00,27
2023-01-30,67.97,0.67,2023-01-30 09:45:00,72.49,0.54,2023-01-30 09:15:00,73.82,0.5,2023-01-30 08:30:00,27
2023-01-31,58.51,1.01,2023-01-31 16:45:00,66.13,0.73,2023-01-31 15:45:00,70.33,0.6,2023-01-31 14:45:00,27
2023-02-01,67.61,0.68,2023-02-01 07:45:00,73.88,0.5,2023-02-01 07:00:00,80.12,0.35,2023-02-01 06:45:00,27
2023-02-02,64.36,0.79,2023-02-02 07:30:00,69.24,0.63,2023-02-02 07:30:00,75.79,0.45,2023-02-02 06:45:00,27
2023-02-03,70.15,0.6,2023-02-03 08:15:00,73.26,0.52,2023-02-03 08:15:00,76.64,0.43,2023-02-03 07:30:00,27
2023-02-04,58.98,0.99,2023-02-04 16:45:00,71.34,0.57,2023-02-04 16:00:00,75.95,0.45,2023-02-04 15:00:00,27
2023-02-05,72.28,0.54,2023-02-05 16:15:00,81.91,0.31,2023-02-05 16:15:00,87.73,0.2,2023-02-05 16:15:00,27
2023-02-06,65.07,0.76,2023-02-06 08:30:00,67.79,0.67,2023-02-06 07:45:00,72.24,0.55,2023-02-06 07:45:00,27
2023-02-07,46.1,1.66,2023-02-07 19:30:00,60.87,0.91,2023-02-07 08:00:00,65.62,0.74,2023-02-07 17:30:00,27
2023-02-08,39.72,2.15,2023-02-08 18:00:00,50.27,1.4,2023-02-08 09:15:00,52.09,1.3,2023-02-08 09:15:00,27
2023-02-09,59.34,0.97,2023-02-09 08:30:00,62.5,0.85,2023-02-09 08:15:00,65.03,0.76,2023-02-09 07:30:00,27
2023-02-10,65.54,0.75,2023-02-10 07:30:00,68.53,0.65,2023-02-10 11:30:00,71.87,0.56,2023-02-10 10:30:00,27
2023-02-11,79.55,0.36,2023-02-11 19:15:00,82.27,0.31,2023-02-11 17:45:00,87.19,0.21,2023-02-11 17:45:00,27
2023-02-12,87.59,0.2,2023-02-12 18:15:00,95.27,0.07,2023-02-12 15:30:00,95.8,0.06,2023-02-12 14:30:00,27
2023-02-13,50.0,1.42,2023-02-13 08:45:00,55.97,1.12,2023-02-13 08:00:00,59.89,0.95,2023-02-13 08:00:00,27
2023-02-14,58.81,0.99,2023-02-14 15:30:00,69.36,0.63,2023-02-14 15:00:00,74.23,0.49,2023-02-14 07:15:00,27
2023-02-15,57.74,1.04,2023-02-15 10:45:00,68.29,0.66,2023-02-15 16:30:00,69.25,0.63,2023-02-15 15:30:00,27
2023-02-16,64.36,0.79,2023-02-16 09:00:00,68.41,0.65,2023-02-16 08:00:00,71.2,0.57,2023-02-16 07:15:00,27
2023-02-17,35.05,2.63,2023-02-17 07:30:00,47.84,1.55,2023-02-17 06:45:00,57.25,1.06,2023-02-17 06:45:00,27
2023-02-18,72.1,0.55,2023-02-18 19:00:00,87.5,0.2,2023-02-18 18:30:00,89.91,0.16,2023-02-18 18:30:00,27
2023-02-19,85.28,0.24,2023-02-19 18:00:00,94.95,0.08,2023-02-19 17:00:00,97.03,0.04,2023-02-19 02:45:00,27
2023-02-20,66.43,0.72,2023-02-20 13:45:00,74.88,0.48,2023-02-20 13:45:00,83.12,0.29,2023-02-20 16:45:00,27
2023-02-21,65.96,0.73,2023-02-21 16:15:00,70.89,0.58,2023-02-21 15:45:00,71.99,0.55,2023-02-21 14:30:00,27
2023-02-22,74.23,0.49,2023-02-22 07:00:00,77.48,0.41,2023-02-22 15:45:00,81.4,0.32,2023-02-22 07:00:00,27
2023-02-23,69.92,0.61,2023-02-23 16:00:00,81.68,0.32,2023-02-23 07:30:00,84.4,0.26,2023-02-23 16:00:00,27
2023-02-24,62.47,0.85,2023-02-24 08:30:00,69.12,0.63,2023-02-24 06:45:00,72.01,0.55,2023-02-24 06:45:00,27
2023-02-25,64.6,0.78,2023-02-25 17:15:00,68.71,0.65,2023-02-25 16:15:00,72.5,0.54,2023-02-25 16:15:00,27
2023-02-26,79.73,0.36,2023-02-26 17:45:00,88.27,0.19,2023-02-26 17:45:00,92.18,0.12,2023-02-26 16:45:00,27
2023-02-27,66.78,0.71,2023-02-27 12:00:00,78.9,0.38,2023-02-27 11:45:00,81.76,0.32,2023-02-27 12:00:00,27
2023-02-28,66.55,0.71,2023-02-28 18:00:00,81.18,0.33,2023-02-28 17:00:00,81.86,0.31,2023-02-28 16:00:00,27
2023-03-01,64.3,0.79,2023-03-01 12:30:00,70.83,0.58,2023-03-01 11:15:00,73.44,0.51,2023-03-01 11:15:00,27
2023-03-02,70.39,0.6,2023-03-02 17:45:00,79.34,0.37,2023-03-02 07:00:00,81.46,0.32,2023-03-02 07:15:00,27
2023-03-03,50.18,1.41,2023-03-03 09:15:00,61.85,0.87,2023-03-03 08:15:00,75.69,0.46,2023-03-03 08:00:00,27
2023-03-04,71.81,0.56,2023-03-04 12:15:00,81.62,0.32,2023-03-04 15:15:00,84.69,0.26,2023-03-04 14:00:00,27
2023-03-05,93.38,0.1,2023-03-05 13:45:00,97.93,0.03,2023-03-05 11:15:00,98.78,0.02,2023-03-05 11:15:00,27
2023-03-06,46.69,1.62,2023-03-06 08:15:00,55.11,1.16,2023-03-06 07:30:00,65.48,0.75,2023-03-06 06:45:00,27
2023-03-07,66.67,0.71,2023-03-07 15:45:00,77.01,0.42,2023-03-07 14:45:00,77.76,0.41,2023-03-07 15:15:00,27
2023-03-08,66.61,0.71,2023-03-08 17:15:00,70.57,0.59,2023-03-08 17:30:00,73.17,0.52,2023-03-08 16:15:00,27
2023-03-09,62.0,0.87,2023-03-09 10:45:00,67.35,0.69,2023-03-09 07:30:00,69.03,0.64,2023-03-09 08:45:00,27
2023-03-10,62.29,0.86,2023-03-10 15:30:00,68.14,0.66,2023-03-10 14:45:00,69.46,0.62,2023-03-10 14:00:00,27
2023-03-11,73.17,0.52,2023-03-11 17:45:00,82.95,0.29,2023-03-11 13:45:00,84.3,0.26,2023-03-11 13:45:00,27
2023-03-12,84.16,0.27,2023-03-12 09:00:00,92.08,0.12,2023-03-12 08:30:00,94.86,0.08,2023-03-12 08:15:00,27
2023-03-13,57.51,1.05,2023-03-13 10:15:00,66.52,0.71,2023-03-13 09:00:00,66.31,0.72,2023-03-13 08:00:00,27
2023-03-14,56.03,1.11,2023-03-14 18:45:00,66.37,0.72,2023-03-14 18:45:00,70.59,0.59,2023-03-14 08:15:00,27
2023-03-15,57.27,1.06,2023-03-15 08:30:00,71.99,0.55,2023-03-15 08:00:00,76.1,0.45,2023-03-15 06:45:00,27
2023-03-16,62.77,0.84,2023-03-16 08:45:00,69.24,0.63,2023-03-16 07:45:00,71.79,0.56,2023-03-16 07:45:00,27
2023-03-17,41.02,2.04,2023-03-17 12:15:00,53.04,1.26,2023-03-17 12:00:00,62.65,0.85,2023-03-17 12:00:00,27
2023-03-18,61.76,0.88,2023-03-18 17:15:00,64.95,0.77,2023-03-18 16:15:00,71.85,0.56,2023-03-18 15:45:00,27
2023-03-19,65.78,0.74,2023-03-19 18:30:00,84.07,0.27,2023-03-19 14:30:00,86.21,0.23,2023-03-19 13:45:00,27
2023-03-20,68.38,0.66,2023-03-20 19:15:00,74.17,0.49,2023-03-20 07:15:00,78.39,0.39,2023-03-20 06:30:00,27
2023-03-21,61.41,0.89,2023-03-21 16:45:00,69.15,0.63,2023-03-21 15:45:00,73.31,0.52,2023-03-21 14:45:00,27
