date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,98.61,0.01,2023-01-01 09:15:00,99.31,0.01,2023-01-01 08:15:00,99.54,0.0,2023-01-01 07:15:00,322
2023-01-02,92.71,0.07,2023-01-02 17:15:00,96.61,0.03,2023-01-02 17:15:00,97.74,0.02,2023-01-02 17:15:00,322
2023-01-03,95.73,0.04,2023-01-03 10:45:00,98.77,0.01,2023-01-03 10:45:00,100.0,0.0,2023-01-03 20:15:00,322
2023-01-04,97.22,0.02,2023-01-04 09:00:00,99.06,0.01,2023-01-04 15:00:00,100.0,0.0,2023-01-04 00:30:00,322
2023-01-05,95.52,0.04,2023-01-05 15:15:00,98.28,0.01,2023-01-05 07:00:00,99.88,0.0,2023-01-05 20:30:00,322
2023-01-06,94.27,0.05,2023-01-06 12:30:00,98.96,0.01,2023-01-06 09:15:00,100.0,0.0,2023-01-06 01:15:00,322
2023-01-07,95.66,0.04,2023-01-07 17:15:00,100.0,0.0,2023-01-07 02:00:00,100.0,0.0,2023-01-07 02:00:00,322
2023-01-08,98.96,0.01,2023-01-08 04:00:00,99.22,0.01,2023-01-08 14:30:00,99.65,0.0,2023-01-08 04:00:00,322
2023-01-09,95.31,0.04,2023-01-09 21:30:00,97.66,0.02,2023-01-09 21:30:00,100.0,0.0,2023-01-09 00:15:00,322
2023-01-10,96.08,0.03,2023-01-10 11:15:00,97.48,0.02,2023-01-10 18:45:00,99.63,0.0,2023-01-10 17:45:00,322
2023-01-11,96.53,0.03,2023-01-11 14:30:00,98.96,0.01,2023-01-11 13:30:00,99.42,0.0,2023-01-11 03:30:00,322
2023-01-12,93.68,0.06,2023-01-12 17:45:00,96.79,0.03,2023-01-12 17:15:00,97.86,0.02,2023-01-12 17:15:00,322
2023-01-13,96.46,0.03,2023-01-13 17:00:00,98.35,0.01,2023-01-13 19:45:00,98.9,0.01,2023-01-13 19:45:00,322
2023-01-14,97.81,0.02,2023-01-14 22:00:00,98.91,0.01,2023-01-14 21:45:00,99.54,0.0,2023-01-14 02:00:00,322
