date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,87.12,0.09,2023-01-01 17:30:00,91.1,0.06,2023-01-01 17:00:00,93.14,0.04,2023-01-01 15:30:00,475
2023-01-02,80.4,0.15,2023-01-02 17:00:00,80.76,0.14,2023-01-02 17:00:00,83.22,0.12,2023-01-02 16:00:00,475
2023-01-03,84.32,0.11,2023-01-03 16:30:00,88.13,0.08,2023-01-03 16:45:00,90.26,0.07,2023-01-03 16:00:00,475
2023-01-04,81.94,0.13,2023-01-04 16:45:00,84.51,0.11,2023-01-04 16:15:00,86.69,0.09,2023-01-04 15:15:00,475
2023-01-05,74.19,0.21,2023-01-05 17:45:00,76.62,0.18,2023-01-05 16:45:00,78.47,0.17,2023-01-05 16:00:00,475
2023-01-06,81.19,0.14,2023-01-06 18:15:00,83.17,0.12,2023-01-06 17:15:00,84.47,0.11,2023-01-06 16:15:00,475
2023-01-07,78.28,0.17,2023-01-07 18:15:00,82.3,0.13,2023-01-07 17:30:00,84.19,0.11,2023-01-07 16:45:00,475
2023-01-08,88.79,0.08,2023-01-08 18:45:00,90.69,0.06,2023-01-08 18:15:00,92.68,0.05,2023-01-08 02:30:00,475
2023-01-09,76.74,0.18,2023-01-09 17:45:00,77.36,0.18,2023-01-09 16:45:00,78.84,0.16,2023-01-09 16:15:00,475
2023-01-10,75.03,0.2,2023-01-10 17:15:00,75.91,0.19,2023-01-10 15:45:00,75.77,0.19,2023-01-10 15:45:00,475
2023-01-11,74.29,0.21,2023-01-11 17:30:00,76.45,0.19,2023-01-11 16:30:00,78.92,0.16,2023-01-11 16:00:00,475
2023-01-12,80.53,0.15,2023-01-12 18:30:00,86.52,0.09,2023-01-12 15:15:00,87.92,0.08,2023-01-12 16:45:00,475
2023-01-13,81.52,0.14,2023-01-13 17:00:00,81.76,0.14,2023-01-13 16:15:00,83.48,0.12,2023-01-13 16:00:00,475
2023-01-14,25.81,1.74,2023-01-14 19:30:00,43.59,0.78,2023-01-14 19:00:00,54.36,0.51,2023-01-14 18:45:00,475
2023-01-15,84.07,0.11,2023-01-15 01:15:00,89.53,0.07,2023-01-15 18:00:00,91.56,0.06,2023-01-15 18:00:00,475
2023-01-16,69.52,0.27,2023-01-16 16:00:00,71.48,0.24,2023-01-16 16:15:00,73.73,0.22,2023-01-16 15:45:00,475
2023-01-17,76.97,0.18,2023-01-17 17:45:00,77.71,0.17,2023-01-17 16:45:00,80.71,0.14,2023-01-17 16:00:00,475
2023-01-18,58.33,0.43,2023-01-18 19:15:00,66.86,0.3,2023-01-18 18:00:00,70.2,0.26,2023-01-18 17:15:00,475
2023-01-19,76.62,0.18,2023-01-19 17:30:00,78.89,0.16,2023-01-19 16:45:00,80.72,0.14,2023-01-19 16:00:00,475
2023-01-20,79.67,0.15,2023-01-20 15:45:00,80.42,0.15,2023-01-20 16:00:00,81.18,0.14,2023-01-20 15:45:00,475
2023-01-21,81.41,0.14,2023-01-21 00:00:00,85.73,0.1,2023-01-21 14:15:00,87.18,0.09,2023-01-21 17:30:00,475
2023-01-22,90.33,0.06,2023-01-22 18:00:00,92.63,0.05,2023-01-22 18:00:00,93.4,0.04,2023-01-22 17:45:00,475
2023-01-23,71.64,0.24,2023-01-23 17:00:00,74.42,0.21,2023-01-23 17:00:00,76.5,0.19,2023-01-23 17:00:00,475
2023-01-24,73.16,0.22,2023-01-24 17:15:00,74.58,0.21,2023-01-24 16:45:00,77.01,0.18,2023-01-24 16:30:00,475
2023-01-25,76.72,0.18,2023-01-25 18:30:00,78.06,0.17,2023-01-25 17:15:00,78.23,0.17,2023-01-25 15:45:00,475
2023-01-26,75.78,0.19,2023-01-26 17:00:00,77.18,0.18,2023-01-26 16:45:00,77.63,0.17,2023-01-26 15:45:00,475
2023-01-27,79.65,0.15,2023-01-27 17:00:00,79.9,0.15,2023-01-27 16:00:00,80.91,0.14,2023-01-27 16:15:00,475
2023-01-28,73.23,0.22,2023-01-28 09:45:00,75.06,0.2,2023-01-28 09:45:00,79.48,0.16,2023-01-28 08:45:00,475
2023-01-29,81.67,0.14,2023-01-29 18:00:00,86.68,0.09,2023-01-29 17:45:00,89.59,0.07,2023-01-29 16:45:00,475
2023-01-30,76.04,0.19,2023-01-30 16:15:00,78.54,0.17,2023-01-30 16:00:00,79.18,0.16,2023-01-30 16:15:00,475
2023-01-31,56.62,0.46,2023-01-31 18:45:00,65.82,0.31,2023-01-31 18:00:00,71.07,0.25,2023-01-31 17:00:00,475
2023-02-01,80.2,0.15,2023-02-01 17:30:00,80.42,0.15,2023-02-01 17:15:00,80.47,0.15,2023-02-01 16:15:00,475
2023-02-02,80.43,0.15,2023-02-02 17:45:00,81.01,0.14,2023-02-02 17:00:00,81.54,0.14,2023-02-02 16:00:00,475
2023-02-03,77.6,0.17,2023-02-03 16:45:00,78.72,0.16,2023-02-03 16:30:00,80.1,0.15,2023-02-03 16:15:00,475
2023-02-04,82.95,0.12,2023-02-04 18:45:00,84.76,0.11,2023-02-04 18:00:00,85.69,0.1,2023-02-04 17:30:00,475
2023-02-05,83.31,0.12,2023-02-05 18:30:00,87.32,0.09,2023-02-05 17:45:00,90.0,0.07,2023-02-05 17:30:00,475
2023-02-06,74.6,0.21,2023-02-06 17:30:00,77.5,0.18,2023-02-06 17:00:00,78.88,0.16,2023-02-06 16:30:00,475
2023-02-07,75.48,0.2,2023-02-07 18:15:00,76.7,0.18,2023-02-07 17:15:00,77.74,0.17,2023-02-07 16:15:00,475
2023-02-08,70.73,0.25,2023-02-08 17:15:00,72.21,0.23,2023-02-08 17:15:00,74.7,0.21,2023-02-08 16:30:00,475
2023-02-09,69.67,0.26,2023-02-09 15:45:00,75.35,0.2,2023-02-09 15:45:00,76.05,0.19,2023-02-09 15:45:00,475
2023-02-10,73.36,0.22,2023-02-10 19:00:00,76.94,0.18,2023-02-10 17:45:00,81.08,0.14,2023-02-10 17:00:00,475
2023-02-11,73.64,0.22,2023-02-11 13:30:00,83.18,0.12,2023-02-11 13:15:00,85.6,0.1,2023-02-11 16:30:00,475
2023-02-12,85.61,0.1,2023-02-12 18:45:00,89.65,0.07,2023-02-12 18:30:00,91.55,0.06,2023-02-12 17:00:00,475
2023-02-13,71.21,0.25,2023-02-13 18:45:00,73.71,0.22,2023-02-13 17:45:00,76.73,0.18,2023-02-13 17:00:00,475
2023-02-14,45.38,0.73,2023-02-14 18:30:00,57.63,0.45,2023-02-14 17:45:00,62.69,0.36,2023-02-14 17:15:00,475
2023-02-15,39.7,0.92,2023-02-15 11:00:00,61.92,0.37,2023-02-15 10:00:00,71.69,0.24,2023-02-15 09:00:00,475
2023-02-16,62.22,0.37,2023-02-16 18:00:00,70.01,0.26,2023-02-16 16:45:00,70.8,0.25,2023-02-16 16:00:00,475
2023-02-17,78.54,0.17,2023-02-17 17:15:00,79.62,0.16,2023-02-17 16:45:00,80.14,0.15,2023-02-17 15:15:00,475
2023-02-18,84.85,0.11,2023-02-18 15:00:00,90.14,0.07,2023-02-18 14:00:00,92.42,0.05,2023-02-18 12:45:00,475
2023-02-19,86.11,0.1,2023-02-19 18:45:00,90.16,0.07,2023-02-19 18:00:00,91.99,0.05,2023-02-19 18:00:00,475
2023-02-20,78.86,0.16,2023-02-20 18:15:00,80.98,0.14,2023-02-20 18:00:00,82.34,0.13,2023-02-20 17:00:00,475
2023-02-21,76.74,0.18,2023-02-21 17:30:00,78.36,0.17,2023-02-21 17:00:00,79.16,0.16,2023-02-21 16:45:00,475
2023-02-22,74.75,0.2,2023-02-22 17:00:00,75.81,0.19,2023-02-22 16:00:00,77.15,0.18,2023-02-22 16:00:00,475
2023-02-23,74.32,0.21,2023-02-23 18:15:00,77.42,0.18,2023-02-23 17:30:00,77.83,0.17,2023-02-23 16:30:00,475
2023-02-24,83.71,0.12,2023-02-24 19:00:00,85.32,0.1,2023-02-24 18:45:00,86.82,0.09,2023-02-24 17:15:00,475
2023-02-25,91.49,0.06,2023-02-25 18:45:00,92.17,0.05,2023-02-25 02:15:00,93.02,0.05,2023-02-25 01:45:00,475
2023-02-26,86.09,0.1,2023-02-26 03:45:00,90.3,0.07,2023-02-26 03:15:00,92.57,0.05,2023-02-26 02:15:00,475
2023-02-27,77.45,0.18,2023-02-27 18:00:00,79.65,0.15,2023-02-27 16:45:00,79.4,0.16,2023-02-27 16:15:00,475
2023-02-28,77.25,0.18,2023-02-28 18:00:00,79.24,0.16,2023-02-28 17:30:00,80.43,0.15,2023-02-28 16:30:00,475
2023-03-01,38.28,0.98,2023-03-01 09:45:00,64.63,0.33,2023-03-01 09:45:00,73.11,0.22,2023-03-01 09:45:00,475
2023-03-02,78.43,0.17,2023-03-02 15:45:00,79.85,0.15,2023-03-02 15:45:00,80.34,0.15,2023-03-02 15:45:00,475
2023-03-03,67.5,0.29,2023-03-03 14:30:00,75.85,0.19,2023-03-03 14:00:00,80.77,0.14,2023-03-03 14:30:00,475
2023-03-04,87.88,0.08,2023-03-04 05:15:00,91.31,0.06,2023-03-04 05:15:00,93.25,0.04,2023-03-04 04:00:00,475
2023-03-05,92.22,0.05,2023-03-05 05:45:00,95.93,0.03,2023-03-05 20:15:00,96.64,0.02,2023-03-05 20:15:00,475
2023-03-06,78.99,0.16,2023-03-06 17:00:00,80.48,0.15,2023-03-06 16:15:00,81.97,0.13,2023-03-06 15:45:00,475
2023-03-07,78.38,0.17,2023-03-07 17:15:00,80.96,0.14,2023-03-07 16:45:00,82.92,0.12,2023-03-07 16:30:00,475
2023-03-08,19.19,2.55,2023-03-08 15:30:00,30.85,1.36,2023-03-08 15:30:00,39.93,0.91,2023-03-08 15:15:00,475
2023-03-09,61.24,0.38,2023-03-09 10:00:00,70.25,0.26,2023-03-09 16:15:00,71.35,0.24,2023-03-09 16:30:00,475
2023-03-10,44.82,0.75,2023-03-10 15:15:00,57.56,0.45,2023-03-10 15:15:00,60.23,0.4,2023-03-10 15:00:00,475
2023-03-11,52.58,0.55,2023-03-11 19:30:00,70.48,0.25,2023-03-11 18:30:00,77.96,0.17,2023-03-11 18:30:00,475
2023-03-12,87.45,0.09,2023-03-12 22:00:00,90.27,0.07,2023-03-12 21:00:00,93.05,0.05,2023-03-12 20:00:00,475
2023-03-13,77.7,0.17,2023-03-13 17:30:00,80.18,0.15,2023-03-13 16:45:00,80.08,0.15,2023-03-13 15:45:00,475
2023-03-14,12.5,4.24,2023-03-14 13:45:00,18.45,2.68,2023-03-14 13:15:00,31.15,1.34,2023-03-14 12:15:00,475
2023-03-15,75.81,0.19,2023-03-15 17:00:00,77.92,0.17,2023-03-15 16:15:00,79.34,0.16,2023-03-15 16:00:00,475
2023-03-16,61.54,0.38,2023-03-16 17:00:00,68.31,0.28,2023-03-16 17:00:00,72.59,0.23,2023-03-16 16:00:00,475
