date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,96.3,0.09,2023-01-01 03:15:00,100.0,0.0,2023-01-01 04:45:00,100.0,0.0,2023-01-01 06:15:00,123
2023-01-02,100.0,0.0,2023-01-02 00:00:00,109.95,-0.2,2023-01-02 00:00:00,106.64,-0.14,2023-01-02 00:00:00,123
2023-01-03,100.0,0.0,2023-01-03 00:15:00,103.7,-0.08,2023-01-03 02:00:00,103.7,-0.08,2023-01-03 00:15:00,123
2023-01-04,95.37,0.11,2023-01-04 20:00:00,100.0,0.0,2023-01-04 01:30:00,102.01,-0.04,2023-01-04 00:15:00,123
2023-01-05,90.74,0.23,2023-01-05 04:15:00,97.08,0.07,2023-01-05 03:00:00,98.06,0.04,2023-01-05 02:15:00,123
2023-01-06,98.06,0.04,2023-01-06 18:00:00,100.0,0.0,2023-01-06 01:15:00,105.71,-0.12,2023-01-06 00:30:00,123
2023-01-07,96.3,0.09,2023-01-07 20:45:00,100.0,0.0,2023-01-07 03:30:00,106.88,-0.14,2023-01-07 01:15:00,123
2023-01-08,99.07,0.02,2023-01-08 12:45:00,100.0,0.0,2023-01-08 01:30:00,100.0,0.0,2023-01-08 01:45:00,123
2023-01-09,100.0,0.0,2023-01-09 23:00:00,100.0,0.0,2023-01-09 00:15:00,104.85,-0.1,2023-01-09 00:00:00,123
2023-01-10,100.0,0.0,2023-01-10 00:00:00,102.31,-0.05,2023-01-10 21:30:00,106.79,-0.14,2023-01-10 20:30:00,123
2023-01-11,100.0,0.0,2023-01-11 02:00:00,100.0,0.0,2023-01-11 01:00:00,109.1,-0.19,2023-01-11 00:00:00,123
2023-01-12,94.44,0.13,2023-01-12 20:45:00,106.48,-0.14,2023-01-12 20:30:00,110.96,-0.22,2023-01-12 20:15:00,123
2023-01-13,100.0,0.0,2023-01-13 03:00:00,100.0,0.0,2023-01-13 00:15:00,104.94,-0.1,2023-01-13 02:45:00,123
2023-01-14,100.0,0.0,2023-01-14 03:30:00,100.0,0.0,2023-01-14 03:30:00,105.4,-0.11,2023-01-14 01:45:00,123
2023-01-15,100.0,0.0,2023-01-15 21:15:00,106.48,-0.14,2023-01-15 05:30:00,116.82,-0.32,2023-01-15 04:30:00,123
2023-01-16,95.65,0.1,2023-01-16 08:15:00,100.0,0.0,2023-01-16 00:15:00,100.0,0.0,2023-01-16 00:00:00,123
2023-01-17,100.0,0.0,2023-01-17 21:15:00,100.0,0.0,2023-01-17 01:15:00,103.7,-0.08,2023-01-17 00:00:00,123
2023-01-18,98.15,0.04,2023-01-18 00:45:00,105.32,-0.11,2023-01-18 00:45:00,103.55,-0.08,2023-01-18 00:00:00,123
2023-01-19,100.0,0.0,2023-01-19 00:00:00,108.33,-0.17,2023-01-19 01:45:00,112.04,-0.24,2023-01-19 01:45:00,123
2023-01-20,92.59,0.18,2023-01-20 20:00:00,102.08,-0.05,2023-01-20 20:15:00,111.05,-0.22,2023-01-20 20:00:00,123
2023-01-21,97.04,0.07,2023-01-21 08:15:00,106.94,-0.14,2023-01-21 01:45:00,108.64,-0.18,2023-01-21 00:30:00,123
2023-01-22,96.3,0.09,2023-01-22 23:00:00,107.87,-0.16,2023-01-22 07:45:00,112.19,-0.24,2023-01-22 07:15:00,123
2023-01-23,97.22,0.06,2023-01-23 01:30:00,110.88,-0.22,2023-01-23 00:15:00,111.57,-0.23,2023-01-23 00:15:00,123
2023-01-24,100.0,0.0,2023-01-24 00:15:00,100.0,0.0,2023-01-24 00:30:00,105.49,-0.12,2023-01-24 00:15:00,123
2023-01-25,100.0,0.0,2023-01-25 00:00:00,106.48,-0.14,2023-01-25 00:15:00,104.32,-0.09,2023-01-25 00:00:00,123
2023-01-26,100.0,0.0,2023-01-26 00:45:00,101.39,-0.03,2023-01-26 01:00:00,105.56,-0.12,2023-01-26 00:00:00,123
2023-01-27,100.0,0.0,2023-01-27 03:45:00,107.41,-0.15,2023-01-27 02:45:00,108.95,-0.18,2023-01-27 00:30:00,123
2023-01-28,100.0,0.0,2023-01-28 06:30:00,104.17,-0.09,2023-01-28 06:00:00,109.88,-0.2,2023-01-28 00:00:00,123
2023-01-29,100.0,0.0,2023-01-29 22:00:00,106.25,-0.13,2023-01-29 02:15:00,114.2,-0.28,2023-01-29 21:00:00,123
2023-01-30,100.0,0.0,2023-01-30 01:15:00,105.56,-0.12,2023-01-30 00:00:00,103.7,-0.08,2023-01-30 00:00:00,123
2023-01-31,100.0,0.0,2023-01-31 20:30:00,100.0,0.0,2023-01-31 00:30:00,111.11,-0.22,2023-01-31 00:00:00,123
2023-02-01,60.09,1.48,2023-02-01 08:15:00,90.23,0.24,2023-02-01 08:00:00,108.55,-0.18,2023-02-01 08:15:00,123
2023-02-02,100.0,0.0,2023-02-02 21:15:00,112.5,-0.25,2023-02-02 01:00:00,114.35,-0.28,2023-02-02 21:00:00,123
2023-02-03,100.0,0.0,2023-02-03 00:30:00,108.33,-0.17,2023-02-03 00:45:00,111.88,-0.24,2023-02-03 00:00:00,123
2023-02-04,100.0,0.0,2023-02-04 03:00:00,113.89,-0.27,2023-02-04 03:00:00,117.28,-0.33,2023-02-04 02:30:00,123
2023-02-05,100.0,0.0,2023-02-05 06:45:00,100.0,0.0,2023-02-05 02:45:00,100.0,0.0,2023-02-05 02:30:00,123
2023-02-06,100.0,0.0,2023-02-06 00:45:00,100.0,0.0,2023-02-06 00:45:00,106.33,-0.13,2023-02-06 00:45:00,123
2023-02-07,100.0,0.0,2023-02-07 01:15:00,100.0,0.0,2023-02-07 01:15:00,104.72,-0.1,2023-02-07 00:15:00,123
2023-02-08,100.0,0.0,2023-02-08 01:00:00,103.24,-0.07,2023-02-08 02:30:00,102.31,-0.05,2023-02-08 01:15:00,123
2023-02-09,100.0,0.0,2023-02-09 00:45:00,100.0,0.0,2023-02-09 00:45:00,102.62,-0.06,2023-02-09 00:30:00,123
2023-02-10,100.0,0.0,2023-02-10 19:45:00,100.0,0.0,2023-02-10 19:45:00,100.0,0.0,2023-02-10 19:45:00,123
2023-02-11,86.11,0.36,2023-02-11 11:15:00,94.21,0.14,2023-02-11 11:00:00,99.69,0.01,2023-02-11 01:30:00,123
2023-02-12,100.0,0.0,2023-02-12 23:00:00,104.17,-0.09,2023-02-12 03:30:00,107.25,-0.15,2023-02-12 03:00:00,123
2023-02-13,100.0,0.0,2023-02-13 02:15:00,107.64,-0.16,2023-02-13 00:15:00,105.09,-0.11,2023-02-13 00:30:00,123
2023-02-14,100.0,0.0,2023-02-14 00:45:00,100.0,0.0,2023-02-14 01:00:00,103.7,-0.08,2023-02-14 00:15:00,123
2023-02-15,100.0,0.0,2023-02-15 00:00:00,115.74,-0.3,2023-02-15 00:00:00,122.9,-0.41,2023-02-15 00:00:00,123
2023-02-16,100.0,0.0,2023-02-16 22:00:00,106.25,-0.13,2023-02-16 02:00:00,108.18,-0.17,2023-02-16 02:00:00,123
2023-02-17,100.0,0.0,2023-02-17 01:45:00,106.94,-0.14,2023-02-17 01:45:00,115.9,-0.3,2023-02-17 01:45:00,123
2023-02-18,100.0,0.0,2023-02-18 01:00:00,114.12,-0.27,2023-02-18 00:45:00,120.15,-0.37,2023-02-18 00:45:00,123
2023-02-19,100.0,0.0,2023-02-19 04:30:00,107.87,-0.16,2023-02-19 04:15:00,110.03,-0.2,2023-02-19 02:30:00,123
2023-02-20,100.0,0.0,2023-02-20 01:30:00,111.94,-0.24,2023-02-20 02:15:00,112.9,-0.25,2023-02-20 01:45:00,123
2023-02-21,100.0,0.0,2023-02-21 01:00:00,104.63,-0.1,2023-02-21 00:15:00,108.18,-0.17,2023-02-21 00:00:00,123
2023-02-22,100.0,0.0,2023-02-22 03:45:00,100.0,0.0,2023-02-22 00:15:00,114.97,-0.29,2023-02-22 01:30:00,123
2023-02-23,100.0,0.0,2023-02-23 23:00:00,106.02,-0.13,2023-02-23 21:45:00,109.72,-0.2,2023-02-23 00:30:00,123
2023-02-24,100.0,0.0,2023-02-24 00:00:00,100.0,0.0,2023-02-24 00:15:00,100.0,0.0,2023-02-24 00:00:00,123
2023-02-25,88.43,0.29,2023-02-25 02:15:00,94.21,0.14,2023-02-25 02:30:00,96.14,0.09,2023-02-25 02:15:00,123
2023-02-26,100.0,0.0,2023-02-26 06:30:00,100.0,0.0,2023-02-26 01:45:00,100.0,0.0,2023-02-26 02:00:00,123
2023-02-27,100.0,0.0,2023-02-27 21:45:00,107.18,-0.15,2023-02-27 00:00:00,109.63,-0.2,2023-02-27 00:15:00,123
2023-02-28,100.0,0.0,2023-02-28 00:00:00,100.0,0.0,2023-02-28 00:15:00,110.59,-0.21,2023-02-28 20:45:00,123
2023-03-01,100.0,0.0,2023-03-01 03:00:00,108.56,-0.18,2023-03-01 02:45:00,111.57,-0.23,2023-03-01 01:15:00,123
2023-03-02,100.0,0.0,2023-03-02 22:45:00,105.79,-0.12,2023-03-02 01:45:00,112.56,-0.25,2023-03-02 01:45:00,123
2023-03-03,100.0,0.0,2023-03-03 22:45:00,100.0,0.0,2023-03-03 21:45:00,108.33,-0.17,2023-03-03 21:00:00,123
2023-03-04,100.0,0.0,2023-03-04 06:15:00,100.0,0.0,2023-03-04 02:15:00,100.0,0.0,2023-03-04 02:15:00,123
2023-03-05,92.59,0.18,2023-03-05 22:30:00,100.0,0.0,2023-03-05 03:00:00,100.0,0.0,2023-03-05 02:15:00,123
2023-03-06,100.0,0.0,2023-03-06 01:00:00,103.7,-0.08,2023-03-06 01:15:00,106.48,-0.14,2023-03-06 01:00:00,123
2023-03-07,94.44,0.13,2023-03-07 19:00:00,105.79,-0.12,2023-03-07 03:00:00,110.34,-0.21,2023-03-07 00:30:00,123
2023-03-08,100.0,0.0,2023-03-08 00:15:00,100.0,0.0,2023-03-08 00:00:00,100.93,-0.02,2023-03-08 00:15:00,123
2023-03-09,98.7,0.03,2023-03-09 17:00:00,106.25,-0.13,2023-03-09 00:00:00,113.12,-0.26,2023-03-09 00:15:00,123
