date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,96.07,0.09,2023-01-01 23:00:00,97.99,0.05,2023-01-01 21:45:00,98.66,0.03,2023-01-01 20:15:00,20
2023-01-02,87.36,0.33,2023-01-02 09:45:00,90.18,0.25,2023-01-02 06:15:00,92.02,0.2,2023-01-02 07:15:00,20
2023-01-03,87.36,0.33,2023-01-03 13:00:00,92.86,0.18,2023-01-03 04:45:00,94.19,0.14,2023-01-03 05:45:00,20
2023-01-04,90.23,0.25,2023-01-04 05:45:00,93.97,0.15,2023-01-04 05:45:00,95.63,0.11,2023-01-04 05:15:00,20
2023-01-05,81.51,0.52,2023-01-05 06:30:00,87.31,0.33,2023-01-05 05:30:00,91.0,0.23,2023-01-05 04:15:00,20
2023-01-06,83.33,0.46,2023-01-06 10:45:00,90.76,0.23,2023-01-06 09:45:00,91.95,0.2,2023-01-06 08:45:00,20
2023-01-07,88.89,0.29,2023-01-07 07:45:00,91.67,0.21,2023-01-07 06:45:00,91.86,0.2,2023-01-07 05:45:00,20
2023-01-08,97.99,0.05,2023-01-08 15:45:00,98.99,0.02,2023-01-08 15:15:00,99.33,0.02,2023-01-08 14:15:00,20
2023-01-09,82.47,0.49,2023-01-09 23:00:00,92.1,0.2,2023-01-09 22:00:00,93.23,0.17,2023-01-09 04:00:00,20
2023-01-10,86.02,0.37,2023-01-10 05:00:00,91.04,0.23,2023-01-10 04:30:00,92.56,0.18,2023-01-10 03:00:00,20
2023-01-11,81.13,0.53,2023-01-11 00:00:00,88.6,0.3,2023-01-11 00:00:00,90.64,0.24,2023-01-11 05:15:00,20
2023-01-12,87.74,0.32,2023-01-12 09:45:00,89.51,0.27,2023-01-12 03:15:00,92.31,0.19,2023-01-12 02:15:00,20
2023-01-13,81.42,0.52,2023-01-13 04:30:00,85.49,0.39,2023-01-13 04:00:00,88.51,0.3,2023-01-13 04:15:00,20
2023-01-14,79.5,0.59,2023-01-14 06:30:00,85.54,0.39,2023-01-14 05:30:00,87.64,0.32,2023-01-14 05:15:00,20
2023-01-15,90.8,0.23,2023-01-15 20:45:00,93.2,0.17,2023-01-15 21:00:00,95.47,0.11,2023-01-15 20:45:00,20
2023-01-16,86.4,0.36,2023-01-16 23:00:00,92.15,0.2,2023-01-16 06:15:00,91.89,0.2,2023-01-16 05:15:00,20
2023-01-17,87.16,0.34,2023-01-17 04:45:00,88.12,0.31,2023-01-17 04:45:00,92.37,0.19,2023-01-17 03:45:00,20
2023-01-18,77.87,0.65,2023-01-18 06:15:00,84.67,0.42,2023-01-18 06:45:00,87.23,0.34,2023-01-18 06:15:00,20
2023-01-19,91.76,0.21,2023-01-19 07:00:00,93.97,0.15,2023-01-19 06:30:00,94.22,0.14,2023-01-19 05:15:00,20
2023-01-20,73.75,0.82,2023-01-20 05:00:00,82.23,0.5,2023-01-20 04:00:00,86.72,0.35,2023-01-20 04:00:00,20
2023-01-21,88.7,0.29,2023-01-21 03:00:00,90.42,0.24,2023-01-21 03:00:00,91.32,0.22,2023-01-21 03:00:00,20
2023-01-22,96.07,0.09,2023-01-22 21:45:00,98.04,0.05,2023-01-22 21:30:00,100.0,-0.0,2023-01-22 02:45:00,20
2023-01-23,81.99,0.5,2023-01-23 06:00:00,84.24,0.43,2023-01-23 03:00:00,88.47,0.3,2023-01-23 02:00:00,20
2023-01-24,87.93,0.32,2023-01-24 07:00:00,91.19,0.22,2023-01-24 06:00:00,90.71,0.24,2023-01-24 05:00:00,20
2023-01-25,91.0,0.23,2023-01-25 08:15:00,92.15,0.2,2023-01-25 07:30:00,93.71,0.15,2023-01-25 06:15:00,20
2023-01-26,71.55,0.91,2023-01-26 08:30:00,81.56,0.52,2023-01-26 07:30:00,87.23,0.34,2023-01-26 07:00:00,20
2023-01-27,82.66,0.48,2023-01-27 06:30:00,89.32,0.27,2023-01-27 05:30:00,90.13,0.25,2023-01-27 04:30:00,20
2023-01-28,89.66,0.27,2023-01-28 03:30:00,93.77,0.15,2023-01-28 03:30:00,93.9,0.15,2023-01-28 03:30:00,20
2023-01-29,98.95,0.02,2023-01-29 19:00:00,99.47,0.01,2023-01-29 19:45:00,99.65,0.01,2023-01-29 19:30:00,20
2023-01-30,81.51,0.52,2023-01-30 23:00:00,90.04,0.25,2023-01-30 03:00:00,90.9,0.23,2023-01-30 02:30:00,20
