date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,100.0,0.0,2023-01-01 05:15:00,100.0,0.0,2023-01-01 05:15:00,102.63,-0.01,2023-01-01 04:45:00,394
2023-01-02,81.95,0.13,2023-01-02 03:30:00,89.74,0.07,2023-01-02 03:30:00,92.68,0.05,2023-01-02 02:15:00,394
2023-01-03,90.52,0.06,2023-01-03 23:00:00,94.01,0.04,2023-01-03 00:30:00,94.37,0.03,2023-01-03 21:00:00,394
2023-01-04,83.64,0.11,2023-01-04 01:45:00,86.14,0.09,2023-01-04 01:45:00,89.29,0.07,2023-01-04 01:30:00,394
2023-01-05,86.57,0.09,2023-01-05 01:30:00,91.05,0.06,2023-01-05 00:30:00,94.6,0.03,2023-01-05 00:15:00,394
2023-01-06,89.38,0.07,2023-01-06 01:45:00,91.71,0.05,2023-01-06 00:45:00,93.28,0.04,2023-01-06 00:45:00,394
2023-01-07,85.74,0.1,2023-01-07 05:00:00,93.08,0.04,2023-01-07 04:15:00,95.96,0.02,2023-01-07 00:30:00,394
2023-01-08,95.36,0.03,2023-01-08 04:45:00,100.93,-0.01,2023-01-08 03:45:00,102.6,-0.01,2023-01-08 02:30:00,394
2023-01-09,88.0,0.08,2023-01-09 01:00:00,88.79,0.07,2023-01-09 01:00:00,90.79,0.06,2023-01-09 00:00:00,394
2023-01-10,89.62,0.07,2023-01-10 02:00:00,92.07,0.05,2023-01-10 02:00:00,93.77,0.04,2023-01-10 00:15:00,394
2023-01-11,81.26,0.13,2023-01-11 03:00:00,82.64,0.12,2023-01-11 02:00:00,86.52,0.09,2023-01-11 01:00:00,394
2023-01-12,88.02,0.08,2023-01-12 01:45:00,91.69,0.05,2023-01-12 03:45:00,93.79,0.04,2023-01-12 01:15:00,394
2023-01-13,84.86,0.1,2023-01-13 01:00:00,89.14,0.07,2023-01-13 01:15:00,92.2,0.05,2023-01-13 00:45:00,394
2023-01-14,87.21,0.08,2023-01-14 04:00:00,88.8,0.07,2023-01-14 04:00:00,93.22,0.04,2023-01-14 04:00:00,394
2023-01-15,97.98,0.01,2023-01-15 03:15:00,102.81,-0.02,2023-01-15 03:00:00,103.37,-0.02,2023-01-15 01:15:00,394
2023-01-16,87.24,0.08,2023-01-16 04:45:00,89.63,0.07,2023-01-16 02:30:00,91.3,0.05,2023-01-16 02:30:00,394
2023-01-17,87.9,0.08,2023-01-17 02:00:00,91.9,0.05,2023-01-17 01:15:00,92.07,0.05,2023-01-17 00:00:00,394
2023-01-18,85.67,0.1,2023-01-18 01:45:00,89.11,0.07,2023-01-18 03:30:00,91.54,0.05,2023-01-18 02:00:00,394
2023-01-19,85.62,0.1,2023-01-19 03:15:00,91.2,0.06,2023-01-19 02:15:00,92.17,0.05,2023-01-19 01:15:00,394
2023-01-20,85.02,0.1,2023-01-20 04:30:00,91.98,0.05,2023-01-20 03:30:00,93.18,0.04,2023-01-20 02:30:00,394
2023-01-21,93.57,0.04,2023-01-21 01:30:00,99.32,0.0,2023-01-21 03:30:00,102.84,-0.02,2023-01-21 03:30:00,394
2023-01-22,95.12,0.03,2023-01-22 06:15:00,102.26,-0.01,2023-01-22 05:30:00,101.03,-0.01,2023-01-22 04:15:00,394
2023-01-23,83.17,0.12,2023-01-23 02:30:00,89.54,0.07,2023-01-23 01:45:00,92.44,0.05,2023-01-23 01:45:00,394
2023-01-24,87.74,0.08,2023-01-24 01:45:00,91.69,0.05,2023-01-24 01:30:00,94.78,0.03,2023-01-24 01:45:00,394
2023-01-25,90.1,0.06,2023-01-25 01:15:00,91.4,0.05,2023-01-25 01:00:00,94.32,0.03,2023-01-25 00:45:00,394
2023-01-26,86.4,0.09,2023-01-26 04:45:00,88.99,0.07,2023-01-26 04:30:00,90.97,0.06,2023-01-26 03:45:00,394
