date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,98.09,0.02,2023-01-01 00:00:00,99.05,0.01,2023-01-01 00:00:00,99.42,0.0,2023-01-01 03:15:00,179
2023-01-02,98.85,0.01,2023-01-02 09:15:00,99.43,0.0,2023-01-02 09:00:00,100.0,0.0,2023-01-02 00:00:00,179
2023-01-03,96.28,0.03,2023-01-03 10:30:00,98.14,0.02,2023-01-03 09:30:00,98.89,0.01,2023-01-03 09:15:00,179
2023-01-04,92.67,0.07,2023-01-04 08:30:00,98.14,0.02,2023-01-04 07:30:00,98.67,0.01,2023-01-04 09:00:00,179
2023-01-05,91.01,0.08,2023-01-05 07:45:00,97.76,0.02,2023-01-05 07:15:00,98.85,0.01,2023-01-05 07:30:00,179
2023-01-06,96.11,0.03,2023-01-06 11:45:00,98.44,0.01,2023-01-06 07:30:00,99.51,0.0,2023-01-06 09:45:00,179
2023-01-07,92.95,0.06,2023-01-07 10:45:00,96.56,0.03,2023-01-07 09:30:00,97.94,0.02,2023-01-07 09:30:00,179
2023-01-08,98.61,0.01,2023-01-08 16:45:00,99.31,0.01,2023-01-08 16:45:00,100.0,0.0,2023-01-08 06:00:00,179
2023-01-09,94.38,0.05,2023-01-09 08:45:00,97.71,0.02,2023-01-09 08:45:00,98.9,0.01,2023-01-09 21:00:00,179
2023-01-10,92.43,0.07,2023-01-10 07:00:00,96.11,0.03,2023-01-10 07:00:00,98.01,0.02,2023-01-10 07:00:00,179
2023-01-11,94.44,0.05,2023-01-11 21:45:00,97.22,0.02,2023-01-11 20:45:00,98.15,0.02,2023-01-11 20:45:00,179
2023-01-12,92.36,0.07,2023-01-12 08:00:00,93.89,0.05,2023-01-12 08:30:00,95.84,0.04,2023-01-12 08:00:00,179
2023-01-13,92.36,0.07,2023-01-13 09:30:00,95.49,0.04,2023-01-13 08:30:00,97.06,0.03,2023-01-13 07:45:00,179
2023-01-14,98.61,0.01,2023-01-14 19:30:00,99.31,0.01,2023-01-14 19:15:00,99.54,0.0,2023-01-14 19:45:00,179
2023-01-15,96.01,0.03,2023-01-15 18:30:00,97.83,0.02,2023-01-15 18:30:00,98.55,0.01,2023-01-15 18:30:00,179
2023-01-16,88.96,0.1,2023-01-16 07:00:00,91.42,0.08,2023-01-16 07:00:00,92.06,0.07,2023-01-16 07:00:00,179
2023-01-17,91.6,0.08,2023-01-17 07:45:00,94.34,0.05,2023-01-17 07:15:00,96.28,0.03,2023-01-17 07:45:00,179
2023-01-18,94.1,0.05,2023-01-18 12:15:00,96.7,0.03,2023-01-18 07:30:00,97.69,0.02,2023-01-18 08:00:00,179
2023-01-19,92.6,0.07,2023-01-19 07:30:00,96.22,0.03,2023-01-19 06:45:00,97.34,0.02,2023-01-19 14:00:00,179
2023-01-20,90.9,0.08,2023-01-20 02:30:00,94.58,0.05,2023-01-20 02:15:00,96.02,0.03,2023-01-20 01:45:00,179
2023-01-21,93.06,0.06,2023-01-21 18:30:00,96.86,0.03,2023-01-21 15:15:00,97.74,0.02,2023-01-21 16:30:00,179
2023-01-22,96.18,0.03,2023-01-22 18:45:00,100.0,0.0,2023-01-22 00:15:00,100.0,0.0,2023-01-22 01:45:00,179
2023-01-23,92.88,0.06,2023-01-23 11:00:00,96.56,0.03,2023-01-23 09:30:00,97.28,0.02,2023-01-23 09:00:00,179
2023-01-24,88.89,0.1,2023-01-24 12:00:00,93.4,0.06,2023-01-24 19:45:00,94.73,0.05,2023-01-24 19:00:00,179
2023-01-25,98.26,0.01,2023-01-25 08:30:00,99.65,0.0,2023-01-25 20:45:00,99.77,0.0,2023-01-25 20:45:00,179
2023-01-26,88.09,0.11,2023-01-26 06:45:00,92.93,0.06,2023-01-26 06:15:00,94.55,0.05,2023-01-26 06:15:00,179
2023-01-27,95.59,0.04,2023-01-27 09:15:00,98.66,0.01,2023-01-27 09:15:00,100.0,0.0,2023-01-27 00:45:00,179
2023-01-28,95.59,0.04,2023-01-28 18:00:00,98.52,0.01,2023-01-28 17:00:00,101.5,-0.01,2023-01-28 04:00:00,179
