date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-01-01,82.02,0.38,2023-01-01 17:15:00,92.32,0.15,2023-01-01 16:30:00,93.96,0.11,2023-01-01 16:45:00,29
2023-01-02,82.68,0.37,2023-01-02 08:45:00,87.65,0.25,2023-01-02 07:45:00,92.3,0.15,2023-01-02 07:45:00,29
2023-01-03,76.02,0.55,2023-01-03 06:00:00,82.57,0.37,2023-01-03 06:00:00,86.77,0.27,2023-01-03 05:45:00,29
2023-01-04,82.24,0.38,2023-01-04 09:00:00,88.23,0.23,2023-01-04 01:45:00,89.21,0.21,2023-01-04 06:45:00,29
2023-01-05,79.68,0.45,2023-01-05 04:15:00,88.38,0.23,2023-01-05 06:15:00,89.3,0.21,2023-01-05 06:15:00,29
2023-01-06,79.24,0.46,2023-01-06 06:45:00,86.73,0.27,2023-01-06 06:45:00,91.18,0.17,2023-01-06 06:45:00,29
2023-01-07,88.6,0.23,2023-01-07 18:15:00,92.95,0.13,2023-01-07 17:30:00,99.34,0.01,2023-01-07 17:45:00,29
2023-01-08,80.12,0.44,2023-01-08 05:15:00,90.06,0.19,2023-01-08 04:15:00,94.05,0.11,2023-01-08 03:45:00,29
2023-01-09,80.19,0.43,2023-01-09 09:00:00,84.47,0.32,2023-01-09 09:00:00,86.53,0.27,2023-01-09 06:45:00,29
2023-01-10,87.57,0.25,2023-01-10 08:15:00,90.31,0.19,2023-01-10 08:30:00,91.89,0.15,2023-01-10 06:15:00,29
2023-01-11,83.19,0.35,2023-01-11 11:30:00,89.18,0.21,2023-01-11 07:30:00,88.94,0.22,2023-01-11 07:30:00,29
2023-01-12,82.6,0.37,2023-01-12 21:45:00,90.17,0.19,2023-01-12 07:15:00,93.76,0.12,2023-01-12 07:15:00,29
2023-01-13,86.11,0.28,2023-01-13 07:15:00,89.84,0.2,2023-01-13 07:15:00,92.71,0.14,2023-01-13 07:00:00,29
2023-01-14,85.53,0.3,2023-01-14 10:00:00,90.06,0.19,2023-01-14 06:45:00,92.5,0.14,2023-01-14 05:45:00,29
2023-01-15,90.57,0.18,2023-01-15 03:15:00,94.59,0.1,2023-01-15 22:00:00,96.76,0.06,2023-01-15 03:30:00,29
2023-01-16,78.22,0.49,2023-01-16 22:15:00,85.56,0.3,2023-01-16 17:30:00,88.55,0.23,2023-01-16 16:30:00,29
2023-01-17,78.8,0.47,2023-01-17 07:30:00,83.08,0.36,2023-01-17 07:30:00,85.28,0.3,2023-01-17 06:45:00,29
2023-01-18,87.35,0.25,2023-01-18 10:15:00,89.04,0.22,2023-01-18 06:45:00,89.57,0.2,2023-01-18 06:45:00,29
2023-01-19,82.31,0.38,2023-01-19 21:15:00,87.06,0.26,2023-01-19 07:15:00,88.18,0.24,2023-01-19 19:15:00,29
2023-01-20,75.95,0.56,2023-01-20 05:00:00,81.62,0.4,2023-01-20 04:00:00,84.58,0.32,2023-01-20 02:15:00,29
2023-01-21,91.15,0.17,2023-01-21 10:45:00,97.11,0.05,2023-01-21 01:15:00,97.42,0.05,2023-01-21 08:45:00,29
2023-01-22,88.82,0.22,2023-01-22 17:30:00,95.39,0.08,2023-01-22 02:30:00,97.15,0.05,2023-01-22 01:30:00,29
2023-01-23,85.45,0.3,2023-01-23 05:45:00,91.37,0.17,2023-01-23 04:45:00,94.44,0.1,2023-01-23 07:45:00,29
2023-01-24,79.9,0.44,2023-01-24 07:00:00,89.88,0.2,2023-01-24 06:45:00,92.35,0.15,2023-01-24 05:30:00,29
2023-01-25,82.16,0.38,2023-01-25 02:15:00,84.83,0.31,2023-01-25 06:45:00,87.84,0.24,2023-01-25 05:45:00,29
2023-01-26,75.51,0.57,2023-01-26 06:15:00,85.42,0.3,2023-01-26 06:15:00,86.28,0.28,2023-01-26 06:15:00,29
2023-01-27,84.65,0.32,2023-01-27 13:15:00,92.0,0.15,2023-01-27 07:00:00,93.79,0.12,2023-01-27 01:45:00,29
2023-01-28,92.47,0.14,2023-01-28 20:30:00,96.56,0.06,2023-01-28 04:15:00,96.98,0.05,2023-01-28 03:00:00,29
2023-01-29,93.49,0.12,2023-01-29 22:00:00,97.7,0.04,2023-01-29 06:45:00,98.46,0.03,2023-01-29 06:30:00,29
2023-01-30,75.88,0.56,2023-01-30 08:45:00,84.47,0.32,2023-01-30 07:45:00,86.45,0.27,2023-01-30 07:00:00,29
2023-01-31,88.96,0.22,2023-01-31 21:45:00,91.45,0.16,2023-01-31 08:15:00,95.57,0.08,2023-01-31 08:00:00,29
